InvoiceNo,TransactionDate,Customer_ID,Planet,UpdatedDate
549292,2011-04-07 00:00:00,17869,Abydos,2018-06-21 10:03:55
549293,2011-04-07 19:16:00,17883,Abydos,2018-06-21 10:03:55
549294,2011-04-07 00:00:00,13230,Abydos,2018-06-21 10:03:55
549295,2011-04-07 19:49:00,Unknown,Abydos,2018-06-21 10:03:55
549296,2011-04-08 00:00:00,14619,Abydos,2018-06-21 10:03:55
549297,2011-04-08 07:49:00,18061,Abydos,2018-06-21 10:03:55
549298,2011-04-08 00:00:00,13015,Abydos,2018-06-21 10:03:55
549299,2011-04-08 00:00:00,13995,Abydos,2018-06-21 10:03:55
549300,2011-04-08 08:21:00,13362,Abydos,2018-06-21 10:03:55
549301,2011-04-08 00:00:00,16643,Abydos,2018-06-21 10:03:55
549302,2011-04-08 08:25:00,14246,Abydos,2018-06-21 10:03:55
549303,2011-04-08 00:00:00,18040,Abydos,2018-06-21 10:03:55
549304,2011-04-08 00:00:00,16133,Abydos,2018-06-21 10:03:55
549305,2011-04-08 00:00:00,15189,Abydos,2018-06-21 10:03:55
549306,2011-04-08 00:00:00,16837,Abydos,2018-06-21 10:03:55
549307,2011-04-08 09:08:00,15119,Abydos,2018-06-21 10:03:55
549308,2011-04-08 09:13:00,13767,Abydos,2018-06-21 10:03:55
549309,2011-04-08 00:00:00,15114,Abydos,2018-06-21 10:03:55
549310,2011-04-08 00:00:00,16325,Abydos,2018-06-21 10:03:55
549311,2011-04-08 00:00:00,14924,Abydos,2018-06-21 10:03:55
549312,2011-04-08 00:00:00,14217,Abydos,2018-06-21 10:03:55
549313,2011-04-08 00:00:00,12393,Anarres,2018-06-21 10:03:55
549314,2011-04-08 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
549316,2011-04-08 00:00:00,12705,Athas,2018-06-21 10:03:55
549317,2011-04-08 00:00:00,15109,Abydos,2018-06-21 10:03:55
549318,2011-04-08 00:00:00,13911,Abydos,2018-06-21 10:03:55
549319,2011-04-08 00:00:00,16623,Abydos,2018-06-21 10:03:55
549320,2011-04-08 00:00:00,16010,Abydos,2018-06-21 10:03:55
549321,2011-04-08 00:00:00,14243,Abydos,2018-06-21 10:03:55
549322,2011-04-08 00:00:00,16558,Abydos,2018-06-21 10:03:55
549323,2011-04-08 00:00:00,12999,Abydos,2018-06-21 10:03:55
549324,2011-04-08 00:00:00,16045,Abydos,2018-06-21 10:03:55
549325,2011-04-08 10:32:00,12717,Osiris IV,2018-06-21 10:03:55
549353,2011-04-08 00:00:00,13962,Abydos,2018-06-21 10:03:55
549360,2011-04-08 00:00:00,17035,Abydos,2018-06-21 10:03:55
549368,2011-04-08 00:00:00,18036,Abydos,2018-06-21 10:03:55
549372,2011-04-08 00:00:00,14958,Abydos,2018-06-21 10:03:55
549387,2011-04-08 00:00:00,13178,Abydos,2018-06-21 10:03:55
549412,2011-04-08 00:00:00,14258,Abydos,2018-06-21 10:03:55
549417,2011-04-08 00:00:00,14258,Abydos,2018-06-21 10:03:55
549424,2011-04-08 00:00:00,15367,Abydos,2018-06-21 10:03:55
549425,2011-04-08 11:54:00,14030,Abydos,2018-06-21 10:03:55
549427,2011-04-08 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
549428,2011-04-08 00:00:00,15815,Abydos,2018-06-21 10:03:55
549429,2011-04-08 00:00:00,17001,Abydos,2018-06-21 10:03:55
549431,2011-04-08 00:00:00,15874,Abydos,2018-06-21 10:03:55
549432,2011-04-08 12:20:00,14264,Abydos,2018-06-21 10:03:55
549433,2011-04-08 00:00:00,16709,Abydos,2018-06-21 10:03:55
549434,2011-04-08 12:30:00,12647,Athas,2018-06-21 10:03:55
549435,2011-04-08 00:00:00,12356,Dozaria,2018-06-21 10:03:55
549436,2011-04-08 00:00:00,18041,Abydos,2018-06-21 10:03:55
549439,2011-04-08 12:42:00,13562,Abydos,2018-06-21 10:03:55
549440,2011-04-08 12:42:00,17162,Abydos,2018-06-21 10:03:55
549441,2011-04-08 00:00:00,17162,Abydos,2018-06-21 10:03:55
549442,2011-04-08 00:00:00,16996,Abydos,2018-06-21 10:03:55
549443,2011-04-08 00:00:00,15775,Abydos,2018-06-21 10:03:55
549444,2011-04-08 00:00:00,16013,Abydos,2018-06-21 10:03:55
549445,2011-04-08 13:01:00,17809,Abydos,2018-06-21 10:03:55
549446,2011-04-08 00:00:00,17054,Abydos,2018-06-21 10:03:55
549447,2011-04-08 13:20:00,17268,Abydos,2018-06-21 10:03:55
549448,2011-04-08 00:00:00,13078,Abydos,2018-06-21 10:03:55
549449,2011-04-08 00:00:00,14227,Abydos,2018-06-21 10:03:55
549451,2011-04-08 00:00:00,16556,Abydos,2018-06-21 10:03:55
549467,2011-04-08 14:26:00,13305,Abydos,2018-06-21 10:03:55
549468,2011-04-08 00:00:00,17940,Abydos,2018-06-21 10:03:55
549471,2011-04-08 00:00:00,17389,Abydos,2018-06-21 10:03:55
549520,2011-04-08 00:00:00,13265,Abydos,2018-06-21 10:03:55
549522,2011-04-08 00:00:00,16873,Abydos,2018-06-21 10:03:55
549523,2011-04-08 00:00:00,12748,Abydos,2018-06-21 10:03:55
549524,2011-04-08 15:41:00,Unknown,Abydos,2018-06-21 10:03:55
549525,2011-04-08 15:44:00,Unknown,Abydos,2018-06-21 10:03:55
549526,2011-04-08 00:00:00,13630,Abydos,2018-06-21 10:03:55
549527,2011-04-08 16:03:00,Unknown,Abydos,2018-06-21 10:03:55
549529,2011-04-08 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
549534,2011-04-08 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
549536,2011-04-09 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
549537,2011-04-09 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
549538,2011-04-09 00:00:00,17961,Abydos,2018-06-21 10:03:55
549539,2011-04-10 00:00:00,15465,Abydos,2018-06-21 10:03:55
549541,2011-04-10 00:00:00,17268,Abydos,2018-06-21 10:03:55
549542,2011-04-10 11:11:00,15311,Abydos,2018-06-21 10:03:55
549543,2011-04-10 00:00:00,18118,Abydos,2018-06-21 10:03:55
549546,2011-04-10 00:00:00,16889,Abydos,2018-06-21 10:03:55
549547,2011-04-10 00:00:00,16359,Abydos,2018-06-21 10:03:55
549548,2011-04-10 11:35:00,13548,Abydos,2018-06-21 10:03:55
549550,2011-04-10 00:00:00,15038,Abydos,2018-06-21 10:03:55
549551,2011-04-10 00:00:00,15955,Abydos,2018-06-21 10:03:55
549552,2011-04-10 00:00:00,13508,Abydos,2018-06-21 10:03:55
549553,2011-04-10 00:00:00,16931,Abydos,2018-06-21 10:03:55
549554,2011-04-10 00:00:00,16779,Abydos,2018-06-21 10:03:55
549555,2011-04-10 00:00:00,13606,Abydos,2018-06-21 10:03:55
549556,2011-04-10 12:53:00,17372,Abydos,2018-06-21 10:03:55
549557,2011-04-10 12:59:00,14450,Abydos,2018-06-21 10:03:55
549558,2011-04-10 00:00:00,15058,Abydos,2018-06-21 10:03:55
549559,2011-04-10 00:00:00,12447,Geonosis,2018-06-21 10:03:55
549560,2011-04-10 00:00:00,15058,Abydos,2018-06-21 10:03:55
549561,2011-04-10 00:00:00,13570,Abydos,2018-06-21 10:03:55
549562,2011-04-10 00:00:00,13232,Abydos,2018-06-21 10:03:55
549563,2011-04-10 00:00:00,14030,Abydos,2018-06-21 10:03:55
549564,2011-04-10 00:00:00,18129,Abydos,2018-06-21 10:03:55
549566,2011-04-10 14:27:00,13610,Abydos,2018-06-21 10:03:55
549567,2011-04-10 00:00:00,13632,Abydos,2018-06-21 10:03:55
549568,2011-04-10 00:00:00,15665,Abydos,2018-06-21 10:03:55
549569,2011-04-10 00:00:00,15547,Abydos,2018-06-21 10:03:55
549570,2011-04-10 15:19:00,17550,Abydos,2018-06-21 10:03:55
549571,2011-04-10 00:00:00,15655,Abydos,2018-06-21 10:03:55
549572,2011-04-10 00:00:00,17757,Abydos,2018-06-21 10:03:55
549573,2011-04-10 00:00:00,14504,Abydos,2018-06-21 10:03:55
549574,2011-04-10 16:02:00,18226,Abydos,2018-06-21 10:03:55
549575,2011-04-10 00:00:00,13956,Abydos,2018-06-21 10:03:55
549576,2011-04-11 00:00:00,17069,Abydos,2018-06-21 10:03:55
549577,2011-04-11 00:00:00,14286,Abydos,2018-06-21 10:03:55
549578,2011-04-11 00:00:00,17340,Abydos,2018-06-21 10:03:55
549579,2011-04-11 00:00:00,15780,Abydos,2018-06-21 10:03:55
549581,2011-04-11 00:00:00,16188,Abydos,2018-06-21 10:03:55
549583,2011-04-11 09:46:00,15214,Abydos,2018-06-21 10:03:55
549584,2011-04-11 00:00:00,17574,Abydos,2018-06-21 10:03:55
549585,2011-04-11 00:00:00,14616,Abydos,2018-06-21 10:03:55
549586,2011-04-11 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
549587,2011-04-11 00:00:00,15737,Abydos,2018-06-21 10:03:55
549588,2011-04-11 10:04:00,12428,Korriban,2018-06-21 10:03:55
549589,2011-04-11 00:00:00,16552,Abydos,2018-06-21 10:03:55
549590,2011-04-11 00:00:00,13324,Abydos,2018-06-21 10:03:55
549591,2011-04-11 00:00:00,18080,Abydos,2018-06-21 10:03:55
549592,2011-04-11 10:14:00,14311,Abydos,2018-06-21 10:03:55
549593,2011-04-11 10:18:00,18008,Abydos,2018-06-21 10:03:55
549594,2011-04-11 00:00:00,16029,Abydos,2018-06-21 10:03:55
549595,2011-04-11 00:00:00,13324,Abydos,2018-06-21 10:03:55
549596,2011-04-11 11:06:00,14339,Abydos,2018-06-21 10:03:55
549597,2011-04-11 11:23:00,16133,Abydos,2018-06-21 10:03:55
549614,2011-04-11 00:00:00,12720,Athas,2018-06-21 10:03:55
549619,2011-04-11 00:00:00,13798,Abydos,2018-06-21 10:03:55
549628,2011-04-11 00:00:00,13798,Abydos,2018-06-21 10:03:55
549633,2011-04-11 00:00:00,15671,Abydos,2018-06-21 10:03:55
549646,2011-04-11 00:00:00,12982,Abydos,2018-06-21 10:03:55
549664,2011-04-11 00:00:00,13113,Abydos,2018-06-21 10:03:55
549665,2011-04-11 12:17:00,14541,Abydos,2018-06-21 10:03:55
549667,2011-04-11 00:00:00,14911,Beachworld,2018-06-21 10:03:55
549668,2011-04-11 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
549669,2011-04-11 12:21:00,13113,Abydos,2018-06-21 10:03:55
549670,2011-04-11 12:45:00,16168,Abydos,2018-06-21 10:03:55
549678,2011-04-11 00:00:00,16525,Abydos,2018-06-21 10:03:55
549679,2011-04-11 00:00:00,16407,Abydos,2018-06-21 10:03:55
549680,2011-04-11 13:02:00,12701,Athas,2018-06-21 10:03:55
549681,2011-04-11 13:19:00,13881,Abydos,2018-06-21 10:03:55
549682,2011-04-11 00:00:00,12596,Canopus III,2018-06-21 10:03:55
549683,2011-04-11 00:00:00,14273,Abydos,2018-06-21 10:03:55
549684,2011-04-11 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
549687,2011-04-11 00:00:00,12363,Titania,2018-06-21 10:03:55
549689,2011-04-11 00:00:00,15971,Abydos,2018-06-21 10:03:55
549690,2011-04-11 00:00:00,17841,Abydos,2018-06-21 10:03:55
549691,2011-04-11 00:00:00,13549,Abydos,2018-06-21 10:03:55
549693,2011-04-11 13:43:00,14696,Abydos,2018-06-21 10:03:55
549694,2011-04-11 00:00:00,15414,Abydos,2018-06-21 10:03:55
549696,2011-04-11 00:00:00,13089,Abydos,2018-06-21 10:03:55
549705,2011-04-11 14:00:00,13668,Abydos,2018-06-21 10:03:55
549711,2011-04-11 00:00:00,13654,Abydos,2018-06-21 10:03:55
549712,2011-04-11 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
549713,2011-04-11 00:00:00,17611,Abydos,2018-06-21 10:03:55
549714,2011-04-11 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
549715,2011-04-11 00:00:00,13203,Abydos,2018-06-21 10:03:55
549716,2011-04-11 00:00:00,14628,Abydos,2018-06-21 10:03:55
549717,2011-04-11 00:00:00,14606,Abydos,2018-06-21 10:03:55
549718,2011-04-11 15:03:00,13846,Abydos,2018-06-21 10:03:55
549719,2011-04-11 00:00:00,14326,Abydos,2018-06-21 10:03:55
549720,2011-04-11 00:00:00,14606,Abydos,2018-06-21 10:03:55
549721,2011-04-11 00:00:00,14911,Beachworld,2018-06-21 10:03:55
549722,2011-04-11 00:00:00,17236,Abydos,2018-06-21 10:03:55
549728,2011-04-11 00:00:00,17799,Abydos,2018-06-21 10:03:55
549729,2011-04-11 16:17:00,13634,Abydos,2018-06-21 10:03:55
549730,2011-04-11 16:35:00,15867,Abydos,2018-06-21 10:03:55
549732,2011-04-11 00:00:00,15615,Abydos,2018-06-21 10:03:55
549733,2011-04-11 00:00:00,17827,Abydos,2018-06-21 10:03:55
549734,2011-04-11 17:12:00,16409,Abydos,2018-06-21 10:03:55
549735,2011-04-12 00:00:00,13824,Abydos,2018-06-21 10:03:55
549736,2011-04-12 09:02:00,13599,Abydos,2018-06-21 10:03:55
549737,2011-04-12 00:00:00,13599,Abydos,2018-06-21 10:03:55
549738,2011-04-12 00:00:00,Unknown,Perdide,2018-06-21 10:03:55
549739,2011-04-12 09:35:00,15935,Abydos,2018-06-21 10:03:55
549740,2011-04-12 09:49:00,15981,Abydos,2018-06-21 10:03:55
549741,2011-04-12 09:53:00,13655,Abydos,2018-06-21 10:03:55
549742,2011-04-12 00:00:00,12910,Abydos,2018-06-21 10:03:55
549743,2011-04-12 00:00:00,16186,Abydos,2018-06-21 10:03:55
549744,2011-04-12 00:00:00,15240,Abydos,2018-06-21 10:03:55
549745,2011-04-12 00:00:00,13577,Abydos,2018-06-21 10:03:55
549746,2011-04-12 00:00:00,15251,Abydos,2018-06-21 10:03:55
549747,2011-04-12 00:00:00,17428,Abydos,2018-06-21 10:03:55
549748,2011-04-12 00:00:00,17428,Abydos,2018-06-21 10:03:55
549749,2011-04-12 00:00:00,12928,Abydos,2018-06-21 10:03:55
549750,2011-04-12 00:00:00,18109,Abydos,2018-06-21 10:03:55
549751,2011-04-12 00:00:00,13089,Abydos,2018-06-21 10:03:55
549752,2011-04-12 00:00:00,13089,Abydos,2018-06-21 10:03:55
549754,2011-04-12 00:00:00,13700,Abydos,2018-06-21 10:03:55
549755,2011-04-12 00:00:00,16843,Abydos,2018-06-21 10:03:55
549756,2011-04-12 11:36:00,14111,Abydos,2018-06-21 10:03:55
549771,2011-04-12 00:00:00,14669,Abydos,2018-06-21 10:03:55
549787,2011-04-12 11:58:00,13268,Abydos,2018-06-21 10:03:55
549789,2011-04-12 00:00:00,17160,Abydos,2018-06-21 10:03:55
549790,2011-04-12 12:02:00,16172,Abydos,2018-06-21 10:03:55
549813,2011-04-12 00:00:00,17972,Abydos,2018-06-21 10:03:55
549825,2011-04-12 00:00:00,12463,Geonosis,2018-06-21 10:03:55
549826,2011-04-12 00:00:00,15044,Abydos,2018-06-21 10:03:55
549828,2011-04-12 00:00:00,15044,Abydos,2018-06-21 10:03:55
549829,2011-04-12 00:00:00,16713,Abydos,2018-06-21 10:03:55
549830,2011-04-12 13:01:00,17811,Abydos,2018-06-21 10:03:55
549831,2011-04-12 13:10:00,14844,Abydos,2018-06-21 10:03:55
549832,2011-04-12 00:00:00,17278,Abydos,2018-06-21 10:03:55
549833,2011-04-12 13:19:00,13458,Abydos,2018-06-21 10:03:55
549834,2011-04-12 00:00:00,16672,Abydos,2018-06-21 10:03:55
549835,2011-04-12 00:00:00,17511,Abydos,2018-06-21 10:03:55
549836,2011-04-12 00:00:00,16814,Abydos,2018-06-21 10:03:55
549837,2011-04-12 00:00:00,16705,Abydos,2018-06-21 10:03:55
549838,2011-04-12 13:39:00,16705,Abydos,2018-06-21 10:03:55
549839,2011-04-12 13:45:00,15212,Abydos,2018-06-21 10:03:55
549841,2011-04-12 00:00:00,15189,Abydos,2018-06-21 10:03:55
549842,2011-04-12 00:00:00,14738,Abydos,2018-06-21 10:03:55
549843,2011-04-12 00:00:00,13157,Abydos,2018-06-21 10:03:55
549844,2011-04-12 00:00:00,12854,Abydos,2018-06-21 10:03:55
549845,2011-04-12 00:00:00,16729,Abydos,2018-06-21 10:03:55
549846,2011-04-12 14:30:00,Unknown,Abydos,2018-06-21 10:03:55
549847,2011-04-12 00:00:00,15358,Abydos,2018-06-21 10:03:55
549850,2011-04-12 00:00:00,16168,Abydos,2018-06-21 10:03:55
549851,2011-04-12 00:00:00,16062,Abydos,2018-06-21 10:03:55
549852,2011-04-12 00:00:00,14289,Abydos,2018-06-21 10:03:55
549874,2011-04-12 00:00:00,16919,Abydos,2018-06-21 10:03:55
549880,2011-04-12 00:00:00,15932,Abydos,2018-06-21 10:03:55
549881,2011-04-12 00:00:00,14032,Abydos,2018-06-21 10:03:55
549885,2011-04-12 00:00:00,17204,Abydos,2018-06-21 10:03:55
549896,2011-04-12 15:43:00,Unknown,Abydos,2018-06-21 10:03:55
549901,2011-04-12 00:00:00,17180,Abydos,2018-06-21 10:03:55
549902,2011-04-12 00:00:00,14006,Abydos,2018-06-21 10:03:55
549903,2011-04-12 00:00:00,17576,Abydos,2018-06-21 10:03:55
549904,2011-04-12 00:00:00,17180,Abydos,2018-06-21 10:03:55
549906,2011-04-12 16:28:00,14998,Abydos,2018-06-21 10:03:55
549907,2011-04-12 00:00:00,13484,Abydos,2018-06-21 10:03:55
549909,2011-04-12 00:00:00,15777,Abydos,2018-06-21 10:03:55
549910,2011-04-12 17:12:00,16697,Abydos,2018-06-21 10:03:55
549911,2011-04-13 00:00:00,14060,Abydos,2018-06-21 10:03:55
549914,2011-04-13 09:32:00,14931,Katina,2018-06-21 10:03:55
549915,2011-04-13 00:00:00,18231,Abydos,2018-06-21 10:03:55
549916,2011-04-13 00:00:00,13717,Abydos,2018-06-21 10:03:55
549917,2011-04-13 00:00:00,16607,Abydos,2018-06-21 10:03:55
549918,2011-04-13 00:00:00,17017,Abydos,2018-06-21 10:03:55
549920,2011-04-13 00:00:00,18236,Abydos,2018-06-21 10:03:55
549923,2011-04-13 09:59:00,13138,Abydos,2018-06-21 10:03:55
549924,2011-04-13 00:00:00,16837,Abydos,2018-06-21 10:03:55
549925,2011-04-13 10:12:00,16333,Abydos,2018-06-21 10:03:55
549926,2011-04-13 00:00:00,16333,Abydos,2018-06-21 10:03:55
549927,2011-04-13 00:00:00,16684,Abydos,2018-06-21 10:03:55
549928,2011-04-13 00:00:00,16684,Abydos,2018-06-21 10:03:55
549929,2011-04-13 00:00:00,13740,Abydos,2018-06-21 10:03:55
549932,2011-04-13 10:40:00,13534,Abydos,2018-06-21 10:03:55
549933,2011-04-13 00:00:00,15230,Abydos,2018-06-21 10:03:55
549934,2011-04-13 11:05:00,15134,Abydos,2018-06-21 10:03:55
549935,2011-04-13 11:16:00,Unknown,Abydos,2018-06-21 10:03:55
549936,2011-04-13 00:00:00,15465,Abydos,2018-06-21 10:03:55
549937,2011-04-13 00:00:00,15046,Abydos,2018-06-21 10:03:55
549938,2011-04-13 00:00:00,13199,Abydos,2018-06-21 10:03:55
549939,2011-04-13 11:46:00,16309,Abydos,2018-06-21 10:03:55
549940,2011-04-13 00:00:00,13694,Abydos,2018-06-21 10:03:55
549941,2011-04-13 00:00:00,13694,Abydos,2018-06-21 10:03:55
549942,2011-04-13 00:00:00,12971,Abydos,2018-06-21 10:03:55
549943,2011-04-13 12:09:00,13544,Abydos,2018-06-21 10:03:55
549944,2011-04-13 00:00:00,14262,Abydos,2018-06-21 10:03:55
549946,2011-04-13 12:44:00,17819,Abydos,2018-06-21 10:03:55
549947,2011-04-13 00:00:00,18260,Abydos,2018-06-21 10:03:55
549948,2011-04-13 12:55:00,Unknown,Abydos,2018-06-21 10:03:55
549949,2011-04-13 12:57:00,13208,Abydos,2018-06-21 10:03:55
549950,2011-04-13 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
549951,2011-04-13 00:00:00,13134,Abydos,2018-06-21 10:03:55
549952,2011-04-13 13:05:00,Unknown,Abydos,2018-06-21 10:03:55
549953,2011-04-13 00:00:00,12766,Dozaria,2018-06-21 10:03:55
549954,2011-04-13 00:00:00,13700,Abydos,2018-06-21 10:03:55
549956,2011-04-13 13:42:00,14898,Abydos,2018-06-21 10:03:55
549957,2011-04-13 00:00:00,13539,Abydos,2018-06-21 10:03:55
549958,2011-04-13 00:00:00,17589,Abydos,2018-06-21 10:03:55
549959,2011-04-13 13:47:00,16097,Abydos,2018-06-21 10:03:55
549961,2011-04-13 00:00:00,16652,Abydos,2018-06-21 10:03:55
549964,2011-04-13 00:00:00,13122,Abydos,2018-06-21 10:03:55
549965,2011-04-13 00:00:00,16966,Abydos,2018-06-21 10:03:55
549966,2011-04-13 00:00:00,16224,Abydos,2018-06-21 10:03:55
549967,2011-04-13 14:21:00,17873,Abydos,2018-06-21 10:03:55
549969,2011-04-13 00:00:00,13408,Abydos,2018-06-21 10:03:55
549970,2011-04-13 00:00:00,15026,Abydos,2018-06-21 10:03:55
549971,2011-04-13 00:00:00,13408,Abydos,2018-06-21 10:03:55
549972,2011-04-13 00:00:00,13408,Abydos,2018-06-21 10:03:55
549974,2011-04-13 14:31:00,17746,Abydos,2018-06-21 10:03:55
549975,2011-04-13 00:00:00,16175,Abydos,2018-06-21 10:03:55
549976,2011-04-13 00:00:00,15855,Abydos,2018-06-21 10:03:55
549977,2011-04-13 00:00:00,14810,Abydos,2018-06-21 10:03:55
549978,2011-04-13 00:00:00,14834,Abydos,2018-06-21 10:03:55
549979,2011-04-13 00:00:00,17511,Abydos,2018-06-21 10:03:55
549980,2011-04-13 00:00:00,14062,Abydos,2018-06-21 10:03:55
549981,2011-04-13 00:00:00,16348,Abydos,2018-06-21 10:03:55
549982,2011-04-13 15:52:00,17091,Abydos,2018-06-21 10:03:55
549983,2011-04-13 00:00:00,16348,Abydos,2018-06-21 10:03:55
549984,2011-04-13 00:00:00,15147,Abydos,2018-06-21 10:03:55
549985,2011-04-13 00:00:00,15640,Abydos,2018-06-21 10:03:55
549988,2011-04-13 00:00:00,14367,Abydos,2018-06-21 10:03:55
549989,2011-04-13 16:58:00,13221,Abydos,2018-06-21 10:03:55
549990,2011-04-13 00:00:00,16678,Abydos,2018-06-21 10:03:55
549991,2011-04-14 00:00:00,18229,Abydos,2018-06-21 10:03:55
549992,2011-04-14 08:14:00,17669,Abydos,2018-06-21 10:03:55
549993,2011-04-14 00:00:00,14057,Abydos,2018-06-21 10:03:55
549994,2011-04-14 08:27:00,14057,Abydos,2018-06-21 10:03:55
549995,2011-04-14 00:00:00,16131,Abydos,2018-06-21 10:03:55
549996,2011-04-14 00:00:00,15189,Abydos,2018-06-21 10:03:55
549997,2011-04-14 00:00:00,15189,Abydos,2018-06-21 10:03:55
549998,2011-04-14 00:00:00,17675,Abydos,2018-06-21 10:03:55
549999,2011-04-14 00:00:00,15813,Abydos,2018-06-21 10:03:55
550000,2011-04-14 00:00:00,17058,Abydos,2018-06-21 10:03:55
550001,2011-04-14 00:00:00,17704,Abydos,2018-06-21 10:03:55
550002,2011-04-14 00:00:00,12709,Athas,2018-06-21 10:03:55
550003,2011-04-14 00:00:00,14428,Abydos,2018-06-21 10:03:55
550004,2011-04-14 00:00:00,12569,Athas,2018-06-21 10:03:55
550005,2011-04-14 00:00:00,17677,Abydos,2018-06-21 10:03:55
550006,2011-04-14 10:10:00,17841,Abydos,2018-06-21 10:03:55
550007,2011-04-14 00:00:00,15125,Abydos,2018-06-21 10:03:55
550008,2011-04-14 00:00:00,15570,Abydos,2018-06-21 10:03:55
550011,2011-04-14 10:40:00,Unknown,Abydos,2018-06-21 10:03:55
550012,2011-04-14 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
550015,2011-04-14 00:00:00,17735,Abydos,2018-06-21 10:03:55
550016,2011-04-14 00:00:00,15416,Abydos,2018-06-21 10:03:55
550017,2011-04-14 00:00:00,17865,Abydos,2018-06-21 10:03:55
550025,2011-04-14 00:00:00,17315,Abydos,2018-06-21 10:03:55
550030,2011-04-14 11:28:00,17315,Abydos,2018-06-21 10:03:55
550031,2011-04-14 00:00:00,13629,Abydos,2018-06-21 10:03:55
550032,2011-04-14 11:39:00,15139,Abydos,2018-06-21 10:03:55
550033,2011-04-14 00:00:00,15005,Abydos,2018-06-21 10:03:55
550034,2011-04-14 11:48:00,16187,Abydos,2018-06-21 10:03:55
550035,2011-04-14 00:00:00,15039,Abydos,2018-06-21 10:03:55
550052,2011-04-14 00:00:00,17068,Abydos,2018-06-21 10:03:55
550054,2011-04-14 00:00:00,14040,Abydos,2018-06-21 10:03:55
550057,2011-04-14 00:00:00,14606,Abydos,2018-06-21 10:03:55
550071,2011-04-14 12:12:00,16735,Abydos,2018-06-21 10:03:55
550106,2011-04-14 00:00:00,13772,Abydos,2018-06-21 10:03:55
550120,2011-04-14 00:00:00,17071,Abydos,2018-06-21 10:03:55
550121,2011-04-14 00:00:00,15271,Abydos,2018-06-21 10:03:55
550122,2011-04-14 00:00:00,12931,Abydos,2018-06-21 10:03:55
550123,2011-04-14 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
550124,2011-04-14 00:00:00,12853,Abydos,2018-06-21 10:03:55
550125,2011-04-14 12:42:00,13317,Abydos,2018-06-21 10:03:55
550126,2011-04-14 00:00:00,12853,Abydos,2018-06-21 10:03:55
550128,2011-04-14 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
550129,2011-04-14 00:00:00,13001,Abydos,2018-06-21 10:03:55
550130,2011-04-14 00:00:00,14390,Abydos,2018-06-21 10:03:55
550131,2011-04-14 13:27:00,15935,Abydos,2018-06-21 10:03:55
550132,2011-04-14 00:00:00,16933,Abydos,2018-06-21 10:03:55
550134,2011-04-14 00:00:00,16249,Abydos,2018-06-21 10:03:55
550135,2011-04-14 00:00:00,15769,Abydos,2018-06-21 10:03:55
550136,2011-04-14 00:00:00,16957,Abydos,2018-06-21 10:03:55
550137,2011-04-14 00:00:00,12477,Athas,2018-06-21 10:03:55
550138,2011-04-14 00:00:00,12841,Abydos,2018-06-21 10:03:55
550144,2011-04-14 00:00:00,16520,Abydos,2018-06-21 10:03:55
550145,2011-04-14 00:00:00,12637,Altair IV,2018-06-21 10:03:55
550148,2011-04-14 14:36:00,16882,Abydos,2018-06-21 10:03:55
550149,2011-04-14 00:00:00,13069,Abydos,2018-06-21 10:03:55
550150,2011-04-14 00:00:00,15230,Abydos,2018-06-21 10:03:55
550151,2011-04-14 00:00:00,13089,Abydos,2018-06-21 10:03:55
550152,2011-04-14 00:00:00,17362,Abydos,2018-06-21 10:03:55
550153,2011-04-14 00:00:00,Unknown,Abydos,2018-06-21 10:03:55
550154,2011-04-14 00:00:00,13069,Abydos,2018-06-21 10:03:55
550155,2011-04-14 00:00:00,14198,Abydos,2018-06-21 10:03:55
550156,2011-04-14 00:00:00,17381,Abydos,2018-06-21 10:03:55
550157,2011-04-14 00:00:00,16393,Abydos,2018-06-21 10:03:55
550158,2011-04-14 15:39:00,13989,Abydos,2018-06-21 10:03:55
550159,2011-04-14 15:46:00,14062,Abydos,2018-06-21 10:03:55
550160,2011-04-14 00:00:00,17930,Abydos,2018-06-21 10:03:55
550161,2011-04-14 15:58:00,14154,Abydos,2018-06-21 10:03:55
550162,2011-04-14 00:00:00,12569,Athas,2018-06-21 10:03:55
550163,2011-04-14 00:00:00,14154,Abydos,2018-06-21 10:03:55
550164,2011-04-14 00:00:00,13590,Abydos,2018-06-21 10:03:55
550167,2011-04-14 00:00:00,14206,Abydos,2018-06-21 10:03:55
550169,2011-04-14 16:41:00,14482,Abydos,2018-06-21 10:03:55
550173,2011-04-14 00:00:00,15235,Abydos,2018-06-21 10:03:55
550178,2011-04-15 00:00:00,12662,Athas,2018-06-21 10:03:55
